switch,arsenic,dist,assoc,educ
1,2.1,116.2789993,1,7
1,1.63,178.4120026,0,14
1,1.45,129.8890076,1,8
1,1.11,13.55300045,0,12
1,1.51,25.54400063,1,8
1,2.38,39.95000076,0,12
1,2.5,36.91500092,0,12
0,1.43,37.99499893,0,8
1,0.78,59.74300003,1,6
0,0.65,70.7559967,1,6
0,0.72,5.478000164,1,6
0,0.78,35.00799942,0,16
0,0.57,9.88599968,0,5
1,0.63,26.49200058,1,5
0,0.53,34.8370018,1,5
1,2.69,5.781000137,0,10
0,2.6,10.59399986,1,7
0,2.95,23.63299942,0,15
0,1.46,40.46500015,0,15
0,1.39,34.45399857,0,10
0,0.73,20.91799927,1,10
0,0.6,19.06200027,1,10
1,3.56,76.85399628,0,8
0,1.5,59.50799942,1,6
1,0.64,46.97800064,0,4
1,0.62,14.40400028,0,5
0,1.39,10.44299984,1,3
1,1.66,30.96899986,0,4
1,2.22,57.44300079,0,5
0,3.77,28.54500008,1,6
0,3.26,51.35900116,0,0
1,3.87,53.29800034,0,10
1,3.97,16.79800034,0,5
0,2.04,148.8179932,1,5
0,0.95,54.89400101,1,4
1,2.16,54.96699905,1,4
1,0.98,58.46300125,1,7
1,0.9,41.77899933,1,3
1,1.06,6.604000092,1,5
1,1.18,10.72999954,1,5
1,1.15,19.76000023,1,6
1,1.17,33.83800125,1,0
1,0.89,63.04499817,1,3
0,1.11,39.91699982,1,8
0,1.54,107.336998,1,6
0,0.63,61.91999817,0,0
1,0.72,60.50099945,1,9
1,0.57,40.34199905,1,5
0,0.73,37.83599854,1,7
0,0.62,32.1230011,0,10
0,0.59,5.643000126,0,12
0,0.85,12.88399982,1,6
1,4.28,25.58099937,0,14
0,0.69,84.68399811,1,7
0,0.57,6.577000141,0,7
0,0.72,24.08699989,0,10
0,0.74,22.63800049,1,7
0,0.86,29.95400047,0,7
1,1.12,6.875,0,8
0,0.54,25.72400093,0,8
0,1.14,29.49799919,0,9
0,0.76,40.27899933,0,5
0,0.68,37.82899857,0,7
0,0.62,23.48999977,0,7
0,1.18,31.03300095,1,0
0,1.03,32.10100174,1,6
0,3.13,114.0009995,1,6
0,3.01,76.17700195,1,8
0,3.08,76.56999969,0,7
0,2.99,58.89899826,1,4
0,2.7,47.38399887,1,2
0,3.78,39.15599823,1,6
1,1.87,40.83399963,0,10
0,1.11,25.70499992,0,6
0,0.67,48.58399963,0,5
0,2.59,50.91899872,1,2
0,1.09,46.7519989,0,5
0,0.85,39.66999817,0,0
0,3.02,136.1269989,0,5
1,3.57,4.755000114,1,5
0,0.69,56.05899811,0,4
1,1.72,43.38999939,1,8
0,0.79,58.62599945,0,5
1,0.76,31.40099907,0,12
1,1.39,18.28800011,0,12
1,2.91,12.74800014,0,12
1,0.92,17.9260006,0,8
1,0.58,15.88700008,1,8
0,0.55,32.4620018,1,10
0,1.29,180.4400024,0,0
0,2.88,136.4279938,0,0
1,1.54,195.1840057,0,10
0,2.25,134.0010071,1,6
0,0.92,18.57600021,1,5
1,2.02,19.85700035,1,6
1,1.88,5.504000187,1,6
1,0.57,33.3390007,0,10
1,0.63,19.60700035,0,12
1,1.28,9.876000404,1,5
0,1.21,43.70800018,0,5
0,0.91,68.03399658,0,5
0,1.14,49.86899948,0,4
0,0.97,33.1629982,0,5
0,1.05,10.25399971,0,8
0,0.82,27.15500069,0,0
0,1.12,43.1230011,0,3
0,1.26,62.2519989,0,5
1,0.79,23.35899925,1,0
0,1.16,28.40200043,1,0
1,2.89,48.61600113,1,0
0,2.39,34.29499817,0,14
0,2.2,41.99000168,0,12
1,7.15,15.80099964,0,5
0,1.32,18.6970005,0,4
1,0.89,23.77799988,0,8
0,0.79,32.15100098,0,3
1,1.26,44.47200012,0,5
0,0.58,6.502999783,0,5
1,3.75,74.36699677,1,5
1,3.93,63.59500122,0,0
1,2.61,60.57500076,0,0
1,3.22,41.29999924,0,0
0,0.89,22.05900002,0,6
0,1.15,26.64599991,1,2
0,0.72,30.18700027,0,6
0,0.69,36.20700073,1,4
0,1.41,49.64899826,0,5
0,1.34,80.91100311,0,8
0,2.06,51.76300049,0,5
1,3.14,26.22800064,0,10
1,2.42,20.13800049,0,10
0,0.58,11.87199974,1,6
0,0.98,35.50899887,0,0
1,1.58,39.07799911,0,10
0,0.63,32.66600037,0,3
0,0.65,57.62099838,0,1
0,2.31,49.90100098,0,0
0,1.9,27.45000076,0,0
0,3.34,31.45499992,0,7
1,0.69,29.57299995,0,0
0,1.31,17.44000053,0,0
0,0.66,29.08699989,0,0
0,0.51,12.77499962,0,0
1,0.91,15.81799984,0,0
0,0.75,41.55599976,1,0
0,0.97,7.777999878,1,0
0,0.55,15.42300034,1,0
1,4.67,55.69400024,0,8
1,0.63,75.77400208,0,8
1,0.89,52.44599915,0,9
1,1.55,47.43399811,0,6
0,2.08,63.46500015,0,10
0,0.63,42.81900024,0,5
0,0.76,23.65200043,0,9
1,1.41,47.45500183,0,5
1,2.8,39.13299942,0,5
0,1.2,86.54100037,0,7
1,0.97,64.90699768,1,5
0,1.18,43.01499939,1,6
1,0.76,13.10999966,0,14
1,1.37,10.63000011,0,12
0,1.26,17.00399971,0,15
0,1.21,167.0249939,0,16
0,1.34,157.9369965,1,5
0,3.17,7.592999935,0,5
0,1.17,16.03100014,1,5
0,2.11,143.2420044,0,7
1,0.86,177.2720032,0,10
0,3.33,57.76100159,0,0
1,2.5,93.4260025,1,0
1,3.57,45.74399948,1,0
1,2.46,55.68500137,0,10
1,3.13,82.03299713,0,0
1,0.92,51.34999847,0,5
1,2.16,11.03499985,0,10
0,1.15,35.09000015,0,0
0,1.28,34.44599915,0,0
0,1.27,92.12000275,0,4
1,1.19,21.67099953,0,5
0,0.77,19.23999977,0,8
1,1.59,116.1070023,1,12
0,0.82,35.43899918,0,2
1,2.07,48.94400024,0,4
1,1.61,44.15499878,1,4
1,2.07,68.80500031,1,5
0,2.47,99.91000366,0,5
0,0.93,28.14500046,0,8
1,1.17,6.157000065,0,12
0,1.02,5.972000122,0,9
0,0.75,27.31900024,0,5
0,1.17,16.34399986,0,5
1,1.37,20.93300056,0,5
0,1.3,48.68399811,0,0
1,1.41,62.08300018,0,9
0,1.84,58.84500122,0,5
1,1.22,58.99499893,0,12
1,0.99,50.83000183,0,5
0,0.61,16.83699989,0,8
0,1.76,13.25599957,0,6
1,1.09,86.73400116,1,12
0,1.38,54.80500031,0,5
0,1.75,123.4410019,0,4
0,0.58,121.4150009,0,6
0,0.88,21.99799919,0,12
0,2.28,83.41300201,0,12
0,1.55,39.14799881,0,7
0,2.03,64.15100098,1,4
0,0.99,14.23900032,0,0
0,0.58,5.872000217,0,0
1,3.47,17.79400063,0,5
1,5.62,34.51900101,0,5
0,2.78,46.63600159,1,14
0,0.73,15.64900017,0,0
0,0.64,8.906999588,0,0
1,0.81,22.27099991,0,8
0,0.55,24.11700058,0,0
0,0.59,26.36400032,0,5
1,0.87,15.36100006,1,8
1,1.51,38.67900085,1,0
1,0.75,18.75900078,0,5
1,0.61,32.03099823,0,10
0,0.78,52.51200104,1,5
0,2.47,144.5769958,1,5
0,3.67,151.0659943,0,0
0,3.09,28.13800049,1,10
0,1.62,20.02700043,1,6
0,0.91,25.6439991,1,7
1,0.72,83.3239975,1,5
0,0.7,83.8239975,1,4
1,0.98,43.29100037,0,0
1,2.81,34.80899811,0,5
1,0.62,18.89500046,0,8
0,0.72,15.83100033,0,12
0,0.64,31.80200005,0,5
0,1.07,2.096999884,0,5
1,1.37,62.56600189,0,8
1,1.19,20.21500015,0,8
1,1.4,11.55000019,0,5
1,1.9,78.5059967,0,4
0,1.22,54.52500153,1,3
0,1.37,72.0759964,1,8
1,7.38,32.73099899,1,8
0,3.04,10.63000011,0,8
1,1.14,70.8809967,1,7
1,1.17,28.81399918,0,12
0,0.64,20.32500076,1,16
1,4.19,17.18099976,1,0
1,1.94,5.068999767,1,5
1,1.18,21.11499977,0,10
1,0.62,27.7310009,0,0
0,4.95,36.54899979,1,6
0,4.39,60.70800018,1,6
0,3.9,54.34000015,0,4
0,1.05,47.42599869,0,5
1,1.44,36.68199921,0,0
1,3.5,28.63699913,0,0
0,1.42,36.23400116,0,0
0,1.33,33.81600189,0,0
0,1.13,60.05400085,0,5
0,0.94,107.4380035,1,5
0,0.89,87.01999664,1,5
0,0.55,34.0530014,0,0
1,0.92,11.67700005,0,0
0,0.52,14.38300037,0,0
0,0.61,21.54700089,0,1
1,0.91,89.10600281,0,2
1,9.65,71.54299927,1,5
1,4.18,65.34700012,0,3
1,1.59,26.78199959,1,8
1,2.08,15.60099983,1,8
0,0.73,74.2519989,0,5
1,1.23,58.49300003,0,9
1,1.36,31.08399963,0,10
1,1.13,11.73700047,0,6
1,1.82,25.47400093,0,5
0,2.3,37.09899902,0,0
0,1.77,68.00099945,0,5
0,2.13,61.33200073,0,8
0,0.86,27.92499924,0,5
0,0.67,22.29000092,0,10
0,0.76,65.95400238,1,12
1,1.5,58.79000092,1,0
0,2,38.38100052,0,6
0,0.52,34.2179985,1,7
0,1.44,109.4749985,0,0
1,3.25,34.99499893,0,12
0,0.68,45.34799957,1,9
1,0.85,34.2140007,1,7
1,0.56,25.59300041,1,7
1,0.65,54.11500168,0,5
1,0.57,36.61700058,0,6
0,0.52,34.40599823,0,5
0,2.05,18.22299957,1,0
0,1.28,6.131999969,0,6
0,1.62,64.39800262,0,5
0,1.52,70.04199982,0,5
0,0.8,88.41400146,1,3
0,0.59,64.02500153,0,0
0,0.53,97.63700104,0,2
0,1.72,168.4880066,0,4
1,3.38,18.09399986,0,5
0,0.65,8.883999825,0,0
1,1.11,40.48400116,0,0
1,2.5,8.336999893,0,0
1,3.66,24.32299995,0,5
1,4.8,28.27700043,0,9
0,1.53,30.88999939,0,0
0,0.58,15.72799969,1,5
1,1.58,8.991999626,0,0
0,0.56,23.2310009,0,0
0,0.67,14.03499985,0,0
1,2.8,27.03000069,0,0
0,3.17,64.72599792,0,0
0,2.68,43.25799942,0,5
0,1.64,10.44099998,0,13
0,2,22.98999977,0,5
1,0.74,15.51200008,0,5
0,0.67,20.8390007,1,12
1,2.29,119.8850021,0,5
0,1.52,38.79499817,0,5
1,0.59,41.21300125,0,5
1,1.43,41.15800095,0,0
1,1.35,42.59199905,1,0
1,1.07,6.449999809,1,5
0,1.88,26.73800087,1,9
0,0.61,7.255000114,0,0
0,0.57,7.269999981,0,5
0,1.2,11.49400043,1,10
0,0.57,13.16399956,0,12
1,0.86,11.26000023,1,7
1,2.54,25.42099953,0,5
1,1.13,34.34400177,1,10
1,0.58,62.85699844,1,5
0,2.86,117.6900024,1,5
1,2.95,145.7920074,0,5
0,1.28,114.5449982,1,5
0,2.8,79.58499908,0,6
1,2.66,73.36399841,0,0
0,0.55,32.1609993,0,10
0,0.64,35.22200012,0,5
0,0.73,55.64699936,0,0
1,0.66,70.58699799,0,0
1,1.23,58.91400146,0,4
1,1.13,77.73400116,0,5
1,1.08,38.07099915,0,0
0,0.66,10.13199997,1,8
0,2.34,48.30099869,0,0
0,0.72,71,0,10
0,1.26,38.85699844,1,5
0,0.73,79.90299988,1,10
0,0.57,134.5950012,1,7
0,0.98,153.5460052,1,8
0,0.88,14.8579998,0,10
0,0.53,9.977000237,0,14
0,0.96,26.31999969,0,0
0,0.52,19.34700012,1,5
0,1.08,21.38599968,1,3
0,0.51,7.708000183,0,4
0,0.64,22.84199905,0,3
1,0.66,20.84399986,1,5
